date,time,Engine Oil Pressure,Engine Oil Pressure Failure Probability,Engine Speed,Engine Speed Failure Probability,Engine Temperature,Engine Temperature Failure Probability,Brake Control,Brake Control Failure Probability,Transmission Pressure,Transmission Pressure Failure Probability,Pedal Sensor,Pedal Sensor Failure Probability,Water Fuel,Water Fuel Failure Probability,Fuel Level,Fuel Level Failure Probability,Fuel Pressure,Fuel Pressure Failure Probability,Fuel Temperature,Fuel Temperature Failure Probability,System Voltage,System Voltage Failure Probability,Exhaust Gas Temperature,Exhaust Gas Temperature Failure Probability,Hydraulic Pump Rate,Hydraulic Pump Rate Failure Probability,Air Filter Pressure Drop,Air Filter Pressure Drop Failure Probability,Overall Failure Probability
2024-08-10,16:25:00,137,0.9,0,0.0,107,0.0,0.66,0.0,273.61,0.1,23.95,0.1,1842.56,0.9,0.32,0.1,40.08,0.1,427.84,0.9,14.81,0.1,399.8,0.9,153.5,0.5,1.94,0.5,0.4636363636363637
2024-08-10,16:26:00,40,0.0,4216,0.9,419,0.9,1.76,0.9,353.75,0.1,54.2,0.1,1807.0,0.9,0.52,0.1,61.32,0.1,437.04,0.9,14.09,0.1,400.12,0.9,142.97,0.5,5.87,0.5,0.5307692307692308
2024-08-10,16:27:00,67,0.1,4600,0.9,309,0.9,1.83,0.9,402.34,0.1,45.21,0.1,1843.35,0.9,0.91,0.1,50.34,0.1,425.08,0.9,14.39,0.1,397.5,0.9,160.1,0.5,15.92,0.5,0.5
2024-08-10,16:28:00,76,0.5,4658,0.9,128,0.0,0.81,0.0,422.5,0.1,21.6,0.1,1818.78,0.9,0.09,0.1,52.35,0.1,401.8,0.9,13.4,0.1,392.13,0.9,139.33,0.5,11.82,0.5,0.4666666666666666
2024-08-10,16:29:00,41,0.0,4918,0.9,356,0.9,0.72,0.0,207.63,0.1,6.57,0.1,1841.13,0.9,0.36,0.1,38.81,0.1,426.11,0.9,14.31,0.1,375.79,0.9,156.14,0.5,1.71,0.5,0.5
2024-08-10,16:30:00,4,0.9,0,0.0,499,0.9,1.97,0.9,212.92,0.1,31.27,0.1,1827.03,0.9,0.64,0.1,56.78,0.1,448.79,0.9,13.55,0.1,381.15,0.9,164.76,0.5,5.42,0.5,0.5307692307692308
2024-08-10,16:31:00,78,0.5,2461,0.5,173,0.0,1.77,0.9,309.74,0.1,8.62,0.1,1801.27,0.9,0.96,0.1,60.08,0.1,434.8,0.9,13.23,0.1,373.66,0.9,132.82,0.5,5.0,0.5,0.46923076923076923
2024-08-10,16:32:00,20,0.5,0,0.0,467,0.9,0.23,0.0,337.31,0.1,40.43,0.1,1833.01,0.9,0.28,0.1,63.65,0.1,436.89,0.9,13.66,0.1,395.59,0.9,145.98,0.5,4.95,0.5,0.4666666666666666
2024-08-10,16:33:00,136,0.9,1530,0.0,387,0.9,1.0,0.1,288.99,0.1,42.59,0.1,1800.72,0.9,0.12,0.1,36.38,0.1,402.04,0.9,14.57,0.1,400.18,0.9,148.71,0.5,1.96,0.5,0.46923076923076923
2024-08-10,16:34:00,140,0.9,0,0.0,320,0.9,1.76,0.9,322.9,0.1,28.37,0.1,1808.66,0.9,0.43,0.1,46.96,0.1,430.79,0.9,13.91,0.1,367.27,0.9,143.73,0.5,12.52,0.5,0.5307692307692308
2024-08-10,16:35:00,108,0.9,2235,0.5,415,0.9,0.69,0.0,325.78,0.1,47.52,0.1,1832.93,0.9,0.16,0.1,37.12,0.1,432.12,0.9,12.08,0.1,394.29,0.9,172.01,0.5,11.51,0.5,0.5
2024-08-10,16:36:00,95,0.9,0,0.0,111,0.0,0.57,0.0,297.04,0.1,36.86,0.1,1822.91,0.9,0.55,0.1,63.24,0.1,419.31,0.9,14.88,0.1,410.27,0.9,134.79,0.5,1.39,0.5,0.4636363636363637
2024-08-10,16:37:00,16,0.5,3269,0.9,351,0.9,1.15,0.1,225.19,0.1,5.61,0.1,1804.72,0.9,0.68,0.1,37.14,0.1,415.95,0.9,14.53,0.1,366.16,0.9,165.72,0.5,5.64,0.5,0.4714285714285714
2024-08-10,16:38:00,150,0.9,2304,0.5,86,0.0,1.44,0.5,229.54,0.1,39.54,0.1,1831.45,0.9,0.88,0.1,57.05,0.1,440.17,0.9,12.85,0.1,373.87,0.9,162.53,0.5,16.14,0.5,0.46923076923076923
2024-08-10,16:39:00,15,0.9,2375,0.5,66,0.0,1.73,0.9,447.63,0.1,25.33,0.1,1818.6,0.9,0.78,0.1,45.22,0.1,446.54,0.9,14.58,0.1,386.45,0.9,162.54,0.5,15.09,0.5,0.5
2024-08-10,16:40:00,18,0.5,4711,0.9,192,0.0,1.37,0.5,225.78,0.1,49.83,0.1,1825.26,0.9,0.83,0.1,44.6,0.1,444.78,0.9,13.17,0.1,365.54,0.9,170.27,0.5,1.83,0.5,0.46923076923076923
2024-08-10,16:41:00,54,0.0,4917,0.9,420,0.9,1.88,0.9,279.83,0.1,52.2,0.1,1847.53,0.9,0.57,0.1,53.96,0.1,422.42,0.9,12.88,0.1,381.43,0.9,158.63,0.5,15.05,0.5,0.5307692307692308
2024-08-10,16:42:00,146,0.9,4372,0.9,451,0.9,1.0,0.1,397.89,0.1,44.18,0.1,1804.56,0.9,0.49,0.1,36.73,0.1,427.48,0.9,13.32,0.1,409.39,0.9,142.55,0.5,2.34,0.5,0.5
2024-08-10,16:43:00,104,0.9,2059,0.5,99,0.0,1.35,0.5,235.75,0.1,42.78,0.1,1830.91,0.9,0.1,0.1,37.52,0.1,435.05,0.9,12.22,0.1,406.09,0.9,160.31,0.5,1.63,0.5,0.46923076923076923
2024-08-10,16:44:00,90,0.9,0,0.0,289,0.9,1.74,0.9,221.21,0.1,54.03,0.1,1818.71,0.9,0.37,0.1,59.38,0.1,447.36,0.9,14.96,0.1,402.67,0.9,143.81,0.5,1.67,0.5,0.5307692307692308
2024-08-10,16:45:00,13,0.9,1306,0.0,256,0.9,1.48,0.5,394.29,0.1,32.62,0.1,1821.21,0.9,0.91,0.1,38.34,0.1,424.63,0.9,12.03,0.1,388.43,0.9,127.82,0.5,2.38,0.5,0.5
2024-08-10,16:46:00,27,0.0,2536,0.0,147,0.0,1.12,0.1,229.38,0.1,37.16,0.1,1837.3,0.9,0.58,0.1,63.87,0.1,418.74,0.9,12.86,0.1,408.43,0.9,136.18,0.5,19.26,0.5,0.390909090909091
2024-08-10,16:47:00,35,0.0,3956,0.9,192,0.0,0.98,0.0,203.04,0.1,53.19,0.1,1802.16,0.9,0.89,0.1,50.83,0.1,449.65,0.9,12.22,0.1,392.69,0.9,173.47,0.5,10.46,0.5,0.4636363636363637
2024-08-10,16:48:00,19,0.5,4130,0.9,75,0.0,1.34,0.5,357.35,0.1,39.49,0.1,1822.73,0.9,0.63,0.1,52.53,0.1,445.06,0.9,12.14,0.1,379.05,0.9,172.52,0.5,17.81,0.5,0.46923076923076923
2024-08-10,16:49:00,138,0.9,620,0.0,435,0.9,1.71,0.9,313.91,0.1,35.71,0.1,1813.87,0.9,0.19,0.1,48.91,0.1,417.67,0.9,13.75,0.1,368.89,0.9,173.72,0.5,19.72,0.5,0.5307692307692308
2024-08-10,16:50:00,42,0.0,0,0.0,296,0.9,0.51,0.0,374.54,0.1,31.5,0.1,1815.48,0.9,0.81,0.1,55.54,0.1,408.13,0.9,14.73,0.1,406.13,0.9,172.49,0.5,14.51,0.5,0.4636363636363637
2024-08-10,16:51:00,102,0.9,980,0.0,244,0.9,0.1,0.0,353.35,0.1,25.61,0.1,1846.64,0.9,0.87,0.1,36.36,0.1,401.32,0.9,13.13,0.1,405.53,0.9,174.36,0.5,3.01,0.5,0.5
2024-08-10,16:52:00,99,0.9,0,0.0,196,0.0,0.9,0.0,348.53,0.1,23.74,0.1,1848.5,0.9,0.84,0.1,60.15,0.1,423.43,0.9,13.24,0.1,378.67,0.9,127.82,0.5,17.29,0.5,0.4636363636363637
2024-08-10,16:53:00,142,0.9,4486,0.9,147,0.0,0.66,0.0,403.23,0.1,54.69,0.1,1849.83,0.9,0.56,0.1,58.07,0.1,447.24,0.9,14.55,0.1,377.37,0.9,147.53,0.5,2.58,0.5,0.5
2024-08-10,16:54:00,14,0.9,4941,0.9,432,0.9,0.7,0.0,438.51,0.1,35.01,0.1,1811.43,0.9,0.67,0.1,53.54,0.1,417.91,0.9,12.34,0.1,398.58,0.9,151.02,0.5,15.45,0.5,0.5307692307692308
2024-08-10,16:55:00,12,0.9,4405,0.9,79,0.0,1.93,0.9,330.04,0.1,47.31,0.1,1827.6,0.9,0.56,0.1,61.3,0.1,420.17,0.9,12.4,0.1,366.44,0.9,162.76,0.5,12.41,0.5,0.5307692307692308
2024-08-10,16:56:00,20,0.5,2022,0.5,354,0.9,0.23,0.0,376.02,0.1,15.35,0.1,1806.82,0.9,0.01,0.1,45.52,0.1,429.5,0.9,13.18,0.1,386.87,0.9,170.21,0.5,6.97,0.5,0.46923076923076923
2024-08-10,16:57:00,60,0.0,3807,0.9,341,0.9,0.57,0.0,328.5,0.1,43.88,0.1,1819.83,0.9,0.62,0.1,60.87,0.1,447.48,0.9,12.44,0.1,411.33,0.9,149.61,0.5,5.16,0.5,0.5
2024-08-10,16:58:00,10,0.9,0,0.0,386,0.9,1.21,0.5,314.78,0.1,53.7,0.1,1824.63,0.9,0.33,0.1,54.0,0.1,412.01,0.9,12.23,0.1,371.44,0.9,131.4,0.5,3.04,0.5,0.5
2024-08-10,16:59:00,133,0.9,0,0.0,154,0.0,1.37,0.5,234.71,0.1,36.74,0.1,1809.09,0.9,0.35,0.1,61.9,0.1,423.7,0.9,14.0,0.1,373.62,0.9,134.61,0.5,0.82,0.5,0.4666666666666666
2024-08-10,17:00:00,80,0.5,0,0.0,252,0.9,0.35,0.0,242.23,0.1,18.63,0.1,1808.85,0.9,0.09,0.1,38.62,0.1,423.04,0.9,12.62,0.1,383.21,0.9,150.17,0.5,13.81,0.5,0.4666666666666666
2024-08-10,17:01:00,76,0.5,0,0.0,434,0.9,1.88,0.9,209.83,0.1,44.67,0.1,1831.4,0.9,0.08,0.1,61.21,0.1,446.04,0.9,12.18,0.1,378.84,0.9,165.31,0.5,14.97,0.5,0.5
2024-08-10,17:02:00,2,0.9,4254,0.9,87,0.0,1.12,0.1,246.13,0.1,15.17,0.1,1818.52,0.9,0.48,0.1,53.55,0.1,418.45,0.9,13.39,0.1,402.37,0.9,126.83,0.5,5.05,0.5,0.4692307692307693
2024-08-10,17:03:00,129,0.9,2672,0.0,228,0.5,1.77,0.9,378.34,0.1,49.46,0.1,1825.58,0.9,0.53,0.1,38.22,0.1,422.37,0.9,13.6,0.1,377.12,0.9,138.46,0.5,7.55,0.5,0.5
2024-08-10,17:04:00,62,0.0,0,0.0,130,0.0,0.93,0.0,205.02,0.1,20.8,0.1,1810.57,0.9,0.33,0.1,38.59,0.1,444.53,0.9,13.78,0.1,398.96,0.9,164.46,0.5,9.97,0.5,0.42000000000000004
2024-08-10,17:05:00,139,0.9,2978,0.0,391,0.9,1.65,0.9,221.73,0.1,31.56,0.1,1829.34,0.9,0.75,0.1,47.95,0.1,406.38,0.9,12.85,0.1,383.15,0.9,157.3,0.5,11.42,0.5,0.5307692307692308
2024-08-10,17:06:00,76,0.5,1348,0.0,185,0.0,0.32,0.0,289.02,0.1,54.03,0.1,1830.29,0.9,0.24,0.1,38.05,0.1,407.64,0.9,12.74,0.1,373.03,0.9,134.33,0.5,5.7,0.5,0.4272727272727273
2024-08-10,17:07:00,27,0.0,0,0.0,194,0.0,1.25,0.5,243.34,0.1,49.54,0.1,1804.01,0.9,0.52,0.1,47.31,0.1,449.12,0.9,12.34,0.1,384.89,0.9,173.47,0.5,17.31,0.5,0.4272727272727273
2024-08-10,17:08:00,87,0.9,0,0.0,308,0.9,1.03,0.1,404.27,0.1,17.6,0.1,1808.54,0.9,0.67,0.1,62.88,0.1,427.84,0.9,13.71,0.1,379.0,0.9,163.47,0.5,3.74,0.5,0.46923076923076923
2024-08-10,17:09:00,13,0.9,0,0.0,474,0.9,0.63,0.0,280.92,0.1,25.97,0.1,1825.38,0.9,0.24,0.1,38.45,0.1,430.53,0.9,12.87,0.1,394.06,0.9,132.72,0.5,9.62,0.5,0.5
2024-08-10,17:10:00,0,0.9,3232,0.9,376,0.9,1.96,0.9,333.15,0.1,7.29,0.1,1816.83,0.9,0.13,0.1,36.9,0.1,449.5,0.9,12.97,0.1,405.49,0.9,137.73,0.5,13.63,0.5,0.5571428571428572
2024-08-10,17:11:00,41,0.0,0,0.0,337,0.9,0.12,0.0,390.06,0.1,34.48,0.1,1823.58,0.9,0.41,0.1,45.47,0.1,446.48,0.9,14.49,0.1,413.25,0.9,131.21,0.5,14.62,0.5,0.4636363636363637
2024-08-10,17:12:00,19,0.5,1721,0.0,477,0.9,0.8,0.0,434.59,0.1,13.76,0.1,1803.32,0.9,0.74,0.1,52.23,0.1,442.09,0.9,12.42,0.1,404.76,0.9,135.08,0.5,3.27,0.5,0.4666666666666666
2024-08-10,17:13:00,141,0.9,0,0.0,115,0.0,0.18,0.0,241.07,0.1,45.43,0.1,1833.26,0.9,0.52,0.1,45.76,0.1,443.86,0.9,13.18,0.1,405.83,0.9,146.96,0.5,7.54,0.5,0.4636363636363637
2024-08-10,17:14:00,93,0.9,0,0.0,157,0.0,1.4,0.5,315.67,0.1,19.77,0.1,1837.38,0.9,0.5,0.1,41.97,0.1,444.98,0.9,13.15,0.1,392.18,0.9,170.32,0.5,12.48,0.5,0.4666666666666666
2024-08-10,17:15:00,26,0.0,0,0.0,367,0.9,1.52,0.9,229.22,0.1,51.69,0.1,1831.39,0.9,0.33,0.1,39.18,0.1,439.7,0.9,13.86,0.1,391.67,0.9,169.69,0.5,15.77,0.5,0.5
2024-08-10,17:16:00,60,0.0,1831,0.1,261,0.9,0.15,0.0,237.92,0.1,20.29,0.1,1812.42,0.9,0.74,0.1,36.01,0.1,428.49,0.9,14.29,0.1,408.84,0.9,142.1,0.5,16.43,0.5,0.43333333333333335
2024-08-10,17:17:00,85,0.9,3872,0.9,186,0.0,0.4,0.0,227.66,0.1,47.02,0.1,1806.37,0.9,0.4,0.1,58.92,0.1,407.5,0.9,12.69,0.1,401.11,0.9,161.0,0.5,12.82,0.5,0.5
2024-08-10,17:18:00,27,0.0,3633,0.9,489,0.9,0.99,0.0,373.49,0.1,31.84,0.1,1812.59,0.9,0.35,0.1,40.45,0.1,445.42,0.9,13.75,0.1,385.04,0.9,148.1,0.5,18.95,0.5,0.5
2024-08-10,17:19:00,51,0.0,0,0.0,206,0.1,1.66,0.9,238.34,0.1,34.01,0.1,1825.29,0.9,0.61,0.1,35.54,0.1,443.61,0.9,14.8,0.1,393.26,0.9,159.83,0.5,18.45,0.5,0.43333333333333335
2024-08-10,17:20:00,58,0.0,2326,0.5,387,0.9,0.47,0.0,376.81,0.1,12.33,0.1,1828.81,0.9,0.61,0.1,47.72,0.1,436.82,0.9,14.8,0.1,411.28,0.9,147.54,0.5,2.26,0.5,0.4666666666666666
2024-08-10,17:21:00,84,0.9,2782,0.0,445,0.9,0.63,0.0,446.21,0.1,46.64,0.1,1806.23,0.9,0.92,0.1,61.1,0.1,425.94,0.9,13.77,0.1,384.95,0.9,127.74,0.5,6.7,0.5,0.5
2024-08-10,17:22:00,130,0.9,0,0.0,64,0.0,0.32,0.0,400.71,0.1,4.93,0.1,1816.67,0.9,0.4,0.1,51.12,0.1,445.99,0.9,13.04,0.1,382.35,0.9,161.88,0.5,9.04,0.5,0.4636363636363637
2024-08-10,17:23:00,66,0.1,0,0.0,69,0.0,0.31,0.0,256.15,0.1,27.32,0.1,1807.04,0.9,0.18,0.1,49.95,0.1,420.95,0.9,14.74,0.1,383.12,0.9,154.03,0.5,12.65,0.5,0.390909090909091
2024-08-10,17:24:00,111,0.9,0,0.0,273,0.9,1.25,0.5,203.27,0.1,37.88,0.1,1808.9,0.9,0.96,0.1,39.46,0.1,420.73,0.9,12.26,0.1,414.84,0.9,150.11,0.5,11.91,0.5,0.5
2024-08-10,17:25:00,130,0.9,0,0.0,345,0.9,0.46,0.0,216.77,0.1,42.2,0.1,1810.5,0.9,0.9,0.1,41.15,0.1,409.53,0.9,12.11,0.1,388.6,0.9,153.24,0.5,1.31,0.5,0.5
2024-08-10,17:26:00,11,0.9,4072,0.9,316,0.9,1.86,0.9,393.88,0.1,27.36,0.1,1826.22,0.9,0.44,0.1,47.02,0.1,427.98,0.9,12.47,0.1,374.1,0.9,168.09,0.5,18.92,0.5,0.5571428571428572
2024-08-10,17:27:00,137,0.9,0,0.0,270,0.9,0.23,0.0,293.33,0.1,18.24,0.1,1832.2,0.9,0.41,0.1,35.76,0.1,407.81,0.9,14.15,0.1,397.95,0.9,126.35,0.5,4.44,0.5,0.5
2024-08-10,17:28:00,84,0.9,3071,0.9,418,0.9,1.81,0.9,257.77,0.1,38.29,0.1,1800.99,0.9,0.1,0.1,59.0,0.1,408.93,0.9,13.96,0.1,376.91,0.9,129.97,0.5,4.86,0.5,0.5571428571428572
2024-08-10,17:29:00,129,0.9,0,0.0,217,0.1,0.86,0.0,380.57,0.1,47.48,0.1,1841.51,0.9,0.4,0.1,55.04,0.1,410.25,0.9,12.88,0.1,409.82,0.9,125.65,0.5,1.71,0.5,0.43333333333333335
2024-08-10,17:30:00,75,0.5,1542,0.0,265,0.9,1.36,0.5,251.97,0.1,6.03,0.1,1809.07,0.9,0.58,0.1,47.64,0.1,444.63,0.9,14.45,0.1,382.09,0.9,137.97,0.5,7.59,0.5,0.46923076923076923
2024-08-10,17:31:00,97,0.9,0,0.0,257,0.9,1.14,0.1,347.57,0.1,18.1,0.1,1831.21,0.9,0.41,0.1,51.56,0.1,421.81,0.9,12.88,0.1,412.42,0.9,163.18,0.5,2.8,0.5,0.46923076923076923
2024-08-10,17:32:00,0,0.9,0,0.0,157,0.0,0.92,0.0,417.12,0.1,29.07,0.1,1844.73,0.9,0.8,0.1,47.76,0.1,401.12,0.9,12.81,0.1,392.08,0.9,156.67,0.5,5.16,0.5,0.4636363636363637
2024-08-10,17:33:00,148,0.9,0,0.0,276,0.9,0.94,0.0,234.84,0.1,46.45,0.1,1849.22,0.9,0.53,0.1,40.15,0.1,413.62,0.9,12.06,0.1,410.71,0.9,130.89,0.5,11.53,0.5,0.5
2024-08-10,17:34:00,54,0.0,0,0.0,456,0.9,1.81,0.9,268.51,0.1,32.41,0.1,1832.57,0.9,0.83,0.1,41.19,0.1,400.55,0.9,12.41,0.1,410.0,0.9,168.69,0.5,11.95,0.5,0.5
2024-08-10,17:35:00,43,0.0,0,0.0,313,0.9,1.36,0.5,350.13,0.1,37.95,0.1,1808.77,0.9,0.91,0.1,47.56,0.1,419.16,0.9,13.56,0.1,367.35,0.9,133.31,0.5,14.76,0.5,0.4666666666666666
2024-08-10,17:36:00,85,0.9,1265,0.0,394,0.9,0.69,0.0,220.7,0.1,34.86,0.1,1812.27,0.9,0.39,0.1,43.66,0.1,417.78,0.9,14.16,0.1,379.86,0.9,153.32,0.5,9.52,0.5,0.5
2024-08-10,17:37:00,50,0.0,1707,0.0,73,0.0,0.57,0.0,365.92,0.1,51.54,0.1,1836.63,0.9,0.21,0.1,35.94,0.1,413.11,0.9,13.79,0.1,367.57,0.9,149.82,0.5,11.94,0.5,0.42000000000000004
2024-08-10,17:38:00,121,0.9,0,0.0,262,0.9,1.78,0.9,283.56,0.1,43.25,0.1,1805.33,0.9,0.08,0.1,56.85,0.1,424.77,0.9,14.07,0.1,386.74,0.9,137.32,0.5,16.38,0.5,0.5307692307692308
2024-08-10,17:39:00,147,0.9,0,0.0,303,0.9,0.86,0.0,399.85,0.1,39.43,0.1,1813.61,0.9,0.59,0.1,45.83,0.1,404.58,0.9,14.75,0.1,371.84,0.9,172.51,0.5,8.92,0.5,0.5
